regulator,p_adj,n_overlap,overlap_genes
IL36A,4.1557286134558065e-12,39,"AIM2,CASP1,CASP4,CCL2,CCL5,CCL7,CCL8,CD40,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYP27B1,EDN1,ICAM1,IL10RB,IL15,IL1B,IL1R2,IL22RA1,IL32,KLK10,MMP1,MMP10,MYD88,NFKBIA,PTGS2,RELB,S100A7,STAT1,STAT3,TGFA,TGM1,TLR2,TLR3,TNFAIP3,ZC3H12A"
XCL2,4.8471960417720336e-12,45,"CADM1,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CEACAM1,CIITA,CLEC2B,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,HLA-G,IDO1,IFI44L,IFI6,IFITM1,IL15,IL15RA,IL1B,IL1R2,IL32,ISG15,MX1,PRDM1,SLC2A6,SOD2,TAPBP,TLR2,TLR3,TNFSF10,UBD"
CCL25,8.605758831446795e-12,39,"ACE2,B2M,CCL2,CCL5,CCL7,CCL8,CD40,CDCP1,CLU,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,ICAM1,IDO1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,KRT8,LY75,MMP1,MMP10,MYD88,PDCD1LG2,RELB,SP100,STAT1,STAT3,TGFA,TLR2,TLR3,TNFAIP3,TNFSF10"
IL17D,1.123813621031112e-11,31,"CCL2,CCL5,CCL7,CEBPD,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,DEFB1,ICAM1,IL10RB,IL12RB2,IL15,IL1B,IL22RA1,IL32,JAK2,MYD88,NFKBIA,PDGFRA,S100A7,SAA1,SAA2,SLC2A6,SOCS1,SPHK1,STAT1,STAT3,TLR2,VEGFC"
KITLG,1.916837225731797e-11,82,"ACP5,ANGPTL4,B2M,BAK1,BMP2,C3,CADM1,CALM3,CALML3,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CLU,CTSC,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYP1B1,CYP27B1,DSC2,EDN1,EDNRA,EFNB2,HBEGF,HLA-A,HLA-G,HRH1,ICAM1,ID1,IDO1,IL15,IL15RA,IL1B,IRF2,JAK2,KLF4,KRT19,KRT8,LMO2,LY75,LYN,MAFB,MMP1,MMP10,MUC1,MX1,MYD88,NAV3,NDST2,NFKBIA,NRG1,OCLN,PDCD1LG2,PDGFRA,PDPN,PLAUR,PMAIP1,PRDM1,PROCR,PTGS2,RAB27A,RAB8B,RELB,RIPK1,SLC12A7,SMAD7,SOCS1,SOCS6,STAT1,STAT3,TGFA,TLR2,TLR3,TNFSF10,VEGFC"
CCL27,3.671237088400916e-11,38,"CASP1,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,DEFB1,ICAM1,IDO1,IFI44,IL15,IL1B,IL1R2,IL22RA1,IL32,ISG15,MMP10,MX1,OASL,RELB,RTP4,S100A7,SAA1,SAA2,STAT3,TGFA,TGM1,TLR2,TLR3,TNFRSF25,TNFSF10,VEGFC"
CCL15,7.429553123691565e-11,31,"CCL2,CCL5,CCL7,CCL8,CFB,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,ICAM1,IDO1,IL10RB,IL15,IL15RA,IL1B,IL1R2,IL32,IRF2,MMP1,MMP10,PTGS2,SAA1,SAA2,STAT1,STAT3,TGFA,TLR2,TLR3,TNFSF10"
IL21,8.941235784171975e-11,42,"ACE2,CASP1,CASP7,CCL2,CCL5,CD40,CX3CL1,CXCL10,CXCL11,CXCL9,EDN1,ELF4,GSDMD,HLA-A,ICAM1,IDO1,IFITM1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,JAK2,JUNB,MMP1,MMP10,MYD88,NFE2L3,PDCD1LG2,PDGFRA,PML,PRDM1,PTGS2,SOCS1,STAT1,STAT2,STAT3,TLR2,TLR3,TNFAIP3"
IL27,1.7101616121965938e-10,44,"ACSL5,BBOX1,CBR3,CCL2,CCL5,CCL8,CD40,CLCF1,CXCL10,CXCL11,CXCL2,CXCL9,HSD11B1,ICAM1,IDO1,IFI35,IFIH1,IFIT2,IFIT3,IFIT5,IL12RB2,IL15,IL15RA,IL1B,IL32,IRF1,IRF7,JAK2,MMP1,MX1,MYD88,OAS2,OASL,PDCD1LG2,PLAUR,PRDM1,PTGS2,SLC15A3,SOCS1,STAT1,STAT2,STAT3,TLR2,TLR3"
GRN,6.575026374852241e-10,66,"ACP5,ATP6V1B2,B2M,C3,CASP1,CCL2,CCL5,CD47,CD74,CES2,CLU,CTSB,CTSC,CTSS,CX3CL1,CXCL10,DCP1A,DNPEP,DPYD,FERMT2,GLDC,HBEGF,HLA-A,HLA-B,HLA-E,ICAM1,IFI30,IFI35,IFITM1,IL10RB,IL1B,ISG15,JAK2,KLF4,KRT31,LAP3,LGALS3BP,LGMN,LYN,MAFB,MAP2,MVP,MYD88,NAGK,NCF2,NFKBIA,OAS1,OPTN,PML,PSMB10,PSMB9,PTGS2,RIPK1,SERPING1,SLC12A7,SLC15A3,SORT1,SPTLC2,STAT1,STAT3,STX4,TCIRG1,TNFAIP3,TNFRSF25,TYMP,VSNL1"
PF4V1,8.830830303017757e-10,38,"ACE2,ALOX12,B2M,C1S,C3,CCL2,CCL5,CCL7,CCL8,CD40,CLU,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,DEFB1,EDN1,HBEGF,ICAM1,IL15,IL1B,JAK2,MMP1,MYD88,PDPN,PROCR,PROS1,PTGS2,SERPING1,STAT3,TGFA,TLR2,TLR3,TRIM21,TYMP,VEGFC"
IFNW1,1.0852843162395956e-9,24,"BST2,CCL2,CCL5,CXCL10,GBP1,IFI35,IFIH1,IFIT3,IL10RB,IL12RB2,IL15,IL1B,IL22RA1,IRF2,IRF7,ISG15,ISG20,MX1,PDGFRA,RSAD2,STAT1,TLR3,TRIM21,TRIM38"
BMP2,2.7776590960734e-9,77,"ACP5,ANGPTL4,ATF3,B2M,BIRC3,C1S,CA2,CALM3,CALML3,CASP1,CCL2,CCL5,CD40,CEBPD,CTSB,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CYP1B1,DUSP10,EDN1,EDNRA,EFNB2,FLNB,FZD5,GPRC5A,HBEGF,HDAC9,ICAM1,ID1,IDO1,IL15,IL1B,IL32,JAK2,JUNB,KLF4,KLF6,KRT19,KRT8,LIMK1,LYN,MAFB,MAP2,MMP1,MMP10,MYD88,NFKBIA,NRG1,PDGFRA,PDPN,PLAUR,PRDM1,PRKD2,PROCR,PROS1,PTGS2,RALA,RELB,RIPK1,RIPK2,SMAD7,SMURF1,SOD2,SPHK1,STAT1,STAT3,TGFA,TLR2,TLR3,TNC,TNFAIP3,TNFSF10,VEGFC,VLDLR"
CCL14,9.780687420187111e-9,30,"CCL2,CCL5,CCL7,CCL8,CD40,CD74,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,DEFB1,HLA-DMA,HLA-DMB,HLA-DPA1,ICAM1,IDO1,IL12RB2,IL15,IL1B,IL1R2,IL32,IRF2,PDCD1LG2,STAT3,TAPBP,TLR2,TNFRSF14,TNFRSF25"
THPO,2.1755732926244815e-8,44,"ACE2,ACP5,B2M,BMP2,C3,CADM1,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CX3CL1,CXCL10,CXCL2,CXCL9,EDN1,EFNB2,HBEGF,HLA-A,ICAM1,ID1,IL10RB,IL12RB2,IL15,IL1B,IL22RA1,JAK2,KLF4,LMO2,LYN,MX1,MYD88,PDGFRA,PDPN,PLAGL2,PROCR,SAA1,SAA2,SOCS1,STAT1,STAT2,STAT3,TLR2"
CCL16,2.8451865897626208e-8,27,"CCL2,CCL5,CCL7,CCL8,CD40,CFHR1,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,EPS8L1,ICAM1,IDO1,IL12RB2,IL15,IL1B,IL1R2,MAP3K8,MMP1,MX1,PLAUR,STAT1,STAT3,TLR2,TLR3,TNFRSF14"
IL25,3.7786225984414254e-8,27,"CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CEBPD,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,ICAM1,IL10RB,IL15,IL1B,IL22RA1,IL32,JAK2,MYD88,OCLN,S100A7,STAT1,STAT3,TGFA,TLR2,TLR3"
IL12A,3.8071870333350104e-8,22,"CCL2,CCL5,CD40,CLCF1,CXCL10,CXCL2,CXCL9,ICAM1,IL10RB,IL12RB2,IL1B,IL22RA1,IRF1,JAK2,LGALS8,MYD88,NCF2,PDGFRA,STAT1,STAT3,TLR2,TNIP1"
CNTF,2.080486874680727e-7,42,"ATF3,BMP2,CALM3,CALML3,CASP1,CASP7,CCL2,CCL5,CD40,CFH,CLCF1,CLU,CX3CL1,CXCL10,CXCL9,EDN1,EFNB2,HBEGF,ICAM1,IL10RB,IL12RB2,IL15,IL1B,IL22RA1,JAK2,KLF4,KLF6,MAP2,MBP,NFKBIA,NRG1,PDGFRA,PTGS2,SOCS1,SORT1,STAT1,STAT2,STAT3,TGFA,TLR2,TNFAIP3,VLDLR"
BMP6,3.175004132720548e-5,43,"ACP5,B2M,BMP2,CCL2,CCL5,CCL8,CXCL10,CXCL11,CXCL9,EDN1,EDNRA,EFNB2,HBEGF,HDAC9,ICAM1,ID1,IL15,IL1B,JAK2,KLF4,KRT19,LIMK1,LYN,MMP1,MMP10,MYD88,NRG1,PDGFRA,PDPN,PRDM1,PSMB9,PTGS2,RIPK1,RIPK2,RSAD2,SMAD7,SMURF1,SPHK1,STAT1,STAT3,TGFA,TNFSF10,VEGFC"
WNT3A,6.248519830910438e-5,60,"ACP5,ANGPTL4,B2M,BMP2,CA2,CADM1,CALM3,CALML3,CASP7,CCDC88C,CCL2,CCL5,CD47,CEBPD,CLDN7,EDN1,EDNRA,EFNB2,FZD5,HBEGF,ICAM1,ID1,IDO1,IL15,IL1B,JAK2,KLF4,KRT19,KRT8,LGALS3BP,LIMK1,LMO2,MAFB,MAP2,MBP,MMP1,MUC1,MYD88,NEDD9,NFKBIA,NRG1,OCLN,PDGFRA,PDPN,PRDM1,PTGS2,RALA,RHOB,RIPK1,SMAD7,SMURF1,STAT1,STAT3,TGFA,TLR2,TMC6,TNFSF10,TNIP2,VEGFC,VLDLR"
BMP7,1.274759296334684e-4,61,"ACP5,ANGPTL4,ATF3,B2M,BMP2,CA2,CALM3,CALML3,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CEBPD,CLDN7,CLU,CTSS,CX3CL1,CXCL10,CXCL11,EDN1,EDNRA,EFNB2,FZD5,HBEGF,HDAC9,ICAM1,ID1,IL15,IL1B,IRX5,JAK2,KLF4,KRT19,KRT8,LIMK1,LYN,MAFB,MAP2,MMP1,MMP10,NDRG1,NFKBIA,OCLN,PDGFRA,PDPN,PLAUR,PML,PRDM1,PROS1,PTGS2,RIPK1,SMAD7,SMURF1,STAT1,STAT3,SYNPO,TGFA,TNFSF10,VEGFC"
BMP1,1.413530093749695e-4,42,"ACP5,ANGPTL4,ATF3,B2M,BAK1,BMP2,C1R,C1S,C3,CALM3,CCL2,CDCP1,CFH,CLIP1,CTSB,CTSS,CYP1B1,EDN1,FLNB,FZD5,HBEGF,ID1,IL1B,JAK2,KLF4,LIMK1,MMP1,MMP10,PDGFRA,PDLIM4,PDPN,PLAUR,PLOD2,RHBDF2,SERPING1,SMAD7,SMURF1,STAT3,TCIRG1,TGFA,TNC,VEGFC"
BMP4,2.679620482899257e-4,79,"ACP5,ANGPTL4,ATF3,B2M,BIRC3,BMP2,CALM3,CALML3,CCL2,CCL5,CD40,CD47,CEBPD,CLU,CTSB,CTSS,CX3CL1,CXCL10,CXCL11,CYP1B1,DCP1A,DUSP10,EDN1,EDNRA,EFNB2,FERMT2,FLNB,FZD5,GPRC5A,HBEGF,HDAC9,HLA-G,HS3ST1,ICAM1,ID1,IDO1,IL15,IL1B,IRX5,JAK2,KLF4,KLF6,KRT19,KRT8,LIMK1,LMO2,LYN,MAFB,MAP2,MBP,MMP1,MMP10,MUC1,MX1,NDST2,NFKBIA,NRG1,OCLN,PDGFRA,PDPN,PLAGL2,PLAUR,PRDM1,PROCR,PROS1,PTGS2,RHOB,SMAD7,SMURF1,STAT1,STAT2,STAT3,TGFA,TLR2,TLR3,TNFSF10,TOP1,VEGFC,VLDLR"
CTF1,0.00100064971612011,23,"CALM3,CCL2,CLCF1,DSC2,EDN1,EFNB2,GOLM1,ICAM1,IL10RB,IL12RB2,IL15,IL1B,IL22RA1,ISG20,JAK2,LGALS3BP,NRG1,PDGFRA,SOCS1,SORT1,STAT1,STAT2,STAT3"
WNT1,0.0024604756723458,49,"ACP5,B2M,BMP2,CADM1,CALM3,CALML3,CASP1,CCL2,CEBPD,CLDN7,CTNNBL1,CTSS,EDN1,EDNRA,EFNB2,FZD5,HBEGF,ICAM1,ID1,IL1B,JAK2,KLF4,KRT19,KRT8,LIMK1,MAFB,MAP2,MMP1,MMP10,MUC1,MYD88,NFKBIA,NRG1,OCLN,PDGFRA,PLAUR,PLOD2,PTGS2,RALA,RHOB,SMAD7,SMURF1,SOCS1,STAT1,STAT3,TGFA,TNIP2,VEGFC,VLDLR"
MSTN,0.00867932710130979,42,"ACP5,ANGPTL4,B2M,BMP2,BNIP3,CALM3,CALML3,CAPN3,CASP7,CCL2,CEBPD,CTDSP2,CTSB,CTSS,CX3CL1,CYP27B1,EDN1,EFNB2,EHD1,GABARAPL1,ID1,IL15,IL1B,IRX5,JAK2,JUNB,LIMK1,NFKBIA,PDGFRA,PTGS2,RALA,RIPK1,RIPK2,SMAD7,SMURF1,SOCS1,SOD2,SSPN,STAT3,TGFA,VEGFC,VLDLR"
INHBB,0.01088025421955271,25,"ABAT,ANGPTL4,BMP2,CLU,CX3CL1,CYP1B1,EDN1,EFNB2,ERAP2,FZD5,HBEGF,HLA-DMB,HSD17B2,ID1,IL22RA1,JAK2,KRT8,NRG1,PDGFRA,PTGS2,SCNN1A,SMAD7,STAT3,TGFA,VEGFC"
NRG1,0.01203986713478234,49,"ATF3,BMP2,CADM1,CALM3,CALML3,CCL2,CD74,CDK18,CLIP1,CLU,CTSB,CX3CL1,EDN1,EFNB2,HBEGF,HLA-DRB1,ICAM1,IL1B,IL1R2,JAK2,KLF4,KLK10,KRT19,LIMK1,LSR,LYN,MAP2,MBP,MMP1,MUC1,NEDD9,NFKBIA,OCLN,PDGFRA,PIM1,PLSCR1,PTGS2,QKI,RELB,SCNN1A,SOD2,SPHK1,STAP2,STAT1,STAT3,TGFA,TLR2,VEGFC,VSNL1"
WNT2,0.01442005297370384,42,"ATF3,BMP2,CALM3,CALML3,CASP10,CCL2,CCL5,CXCL10,EDN1,EFNB2,FAP,FZD5,HBEGF,HEG1,ICAM1,ID1,IDO1,IL1B,JAK2,KLF4,KRT19,KRT8,MAFB,MMP1,MMP10,MUC1,MXRA5,NRG1,OCLN,PDGFRA,PDPN,PLAUR,PTGS2,SMAD7,SORT1,STAT1,STAT2,STAT3,TGFA,TNIP2,VEGFC,VSNL1"
CCL28,0.01813326547646131,14,"CCL2,CCL5,CCL7,CCL8,CDCP1,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,EDNRA,IL1B,MUC1,RELB"
GDF5,0.01934126395716899,29,"ACP5,BMP2,CALML3,CCL2,CPNE1,CTDSP2,CX3CL1,EDN1,EFNB2,ID1,IL1B,KLF4,KRT19,KRT8,LIMK1,LYN,MMP1,MYD88,PAOX,PDGFRA,PTGS2,RIPK1,SMAD7,SMURF1,STAT3,TGFA,TMEM158,TNC,TNFAIP3"
SLURP1,0.0291071815977305,15,"CAPN3,CRCT1,DEFB1,IL1B,JAK2,KRT13,LY75,LY96,PKP1,PLAUR,RNF19B,S100A7,STAT3,TGM1,TMEM40"
CKLF,0.03457429316553209,9,"BLNK,CCL2,CX3CL1,IL10RB,IL1B,KLF4,LY96,PDCD1LG2,STAT3"
WNT5B,0.04498697751132036,28,"BMP2,CDCP1,DSC2,EDN1,FAP,FZD5,HBEGF,HSD17B2,IL1B,KLF4,KRT19,KRT8,LY75,MAFB,MMP10,PDGFRA,PDPN,PLAUR,PLOD2,PTGS2,RALA,SMAD7,STAT1,STAT3,TMEM132A,TNIP2,VEGFC,VLDLR"
